master_position,instance_id,instance_text,chunk_id
01:01:13:019,eng:01:01:13:026,Jerusalem,eng_chk_00107
00:00:00:001,eng:01:01:13:027,--,eng_chk_00002
01:01:13:020,eng:01:01:13:028,that,eng_chk_00109
01:01:13:021,eng:01:01:13:029,it should be,eng_chk_00110
01:01:13:022,eng:01:01:13:030,destroyed,eng_chk_00111
00:00:00:001,eng:01:01:13:031,",",eng_chk_00002
01:01:13:023,eng:01:01:13:032,and,eng_chk_00113
01:01:13:024,eng:01:01:13:033,the inhabitants,eng_chk_00114
01:01:13:025,eng:01:01:13:034,thereof,eng_chk_00115
00:00:00:001,eng:01:01:13:035,;,eng_chk_00002
01:01:13:026,eng:01:01:13:036,many,eng_chk_00117
01:01:13:027,eng:01:01:13:037,should perish,eng_chk_00118
01:01:13:028,eng:01:01:13:038,by,eng_chk_00119
01:01:13:029,eng:01:01:13:039,the sword,eng_chk_00120
00:00:00:001,eng:01:01:13:040,",",eng_chk_00002
01:01:13:030,eng:01:01:13:041,and,eng_chk_00122
01:01:13:031,eng:01:01:13:042,many,eng_chk_00123
01:01:13:032,eng:01:01:13:043,should be,eng_chk_00124
01:01:13:033,eng:01:01:13:044,carried away,eng_chk_00125
01:01:13:034,eng:01:01:13:045,captive,eng_chk_00126
01:01:13:035,eng:01:01:13:046,into,eng_chk_00127
01:01:13:036,eng:01:01:13:047,Babylon,eng_chk_00128
00:00:00:001,eng:01:01:13:048,.,eng_chk_00002
01:01:14:001,eng:01:01:14:001,And,eng_chk_00130
01:01:14:002,eng:01:01:14:002,it came to pass,eng_chk_00131
01:01:14:003,eng:01:01:14:003,that,eng_chk_00132
01:01:14:004,eng:01:01:14:004,when,eng_chk_00133
01:01:14:005,eng:01:01:14:005,my father,eng_chk_00134
01:01:14:006,eng:01:01:14:006,had read,eng_chk_00135
01:01:14:007,eng:01:01:14:007,and,eng_chk_00136
01:01:14:008,eng:01:01:14:008,seen,eng_chk_00137
01:01:14:009,eng:01:01:14:009,many,eng_chk_00138
01:01:14:013,eng:01:01:14:013,things,eng_chk_00139
01:01:14:010,eng:01:01:14:010,great,eng_chk_00140
01:01:14:011,eng:01:01:14:011,and,eng_chk_00001
01:01:14:012,eng:01:01:14:012,marvelous,eng_chk_00003
00:00:00:001,eng:01:01:14:014,",",eng_chk_00002
01:01:14:014,eng:01:01:14:015,he did exclaim,eng_chk_00004
01:01:14:015,eng:01:01:14:016,many,eng_chk_00005
01:01:14:016,eng:01:01:14:017,things,eng_chk_00006
01:01:14:017,eng:01:01:14:018,unto,eng_chk_00007
01:01:14:018,eng:01:01:14:019,the Lord,eng_chk_00008
00:00:00:001,eng:01:01:14:020,;,eng_chk_00002
01:01:14:019,eng:01:01:14:021,such,eng_chk_00010
01:01:14:020,eng:01:01:14:022,as,eng_chk_00011
00:00:00:001,eng:01:01:14:023,:,eng_chk_00002
01:01:14:021,eng:01:01:14:024,Great,eng_chk_00013
01:01:14:022,eng:01:01:14:025,and,eng_chk_00014
01:01:14:023,eng:01:01:14:026,marvelous,eng_chk_00015
01:01:14:024,eng:01:01:14:027,are,eng_chk_00016
01:01:14:025,eng:01:01:14:028,thy works,eng_chk_00017
00:00:00:001,eng:01:01:14:029,",",eng_chk_00002
01:01:14:026,eng:01:01:14:030,O,eng_chk_00019
01:01:14:027,eng:01:01:14:031,Lord,eng_chk_00020
01:01:14:028,eng:01:01:14:032,God,eng_chk_00021
01:01:14:029,eng:01:01:14:033,Almighty,eng_chk_00022
00:00:00:001,eng:01:01:14:034,!,eng_chk_00002
01:01:14:030,eng:01:01:14:035,Thy throne,eng_chk_00024
01:01:14:031,eng:01:01:14:036,is,eng_chk_00025
01:01:14:032,eng:01:01:14:037,in,eng_chk_00026
01:01:14:033,eng:01:01:14:038,high,eng_chk_00027
01:01:14:034,eng:01:01:14:039,the heavens,eng_chk_00028
00:00:00:001,eng:01:01:14:040,",",eng_chk_00002
01:01:14:035,eng:01:01:14:041,and,eng_chk_00030
01:01:14:036,eng:01:01:14:042,thy power,eng_chk_00031
00:00:00:001,eng:01:01:14:043,",",eng_chk_00002
01:01:14:037,eng:01:01:14:044,and,eng_chk_00033
01:01:14:038,eng:01:01:14:045,goodness,eng_chk_00034
00:00:00:001,eng:01:01:14:046,",",eng_chk_00002
01:01:14:039,eng:01:01:14:047,and,eng_chk_00036
01:01:14:040,eng:01:01:14:048,mercy,eng_chk_00037
01:01:14:041,eng:01:01:14:049,are,eng_chk_00038
01:01:14:042,eng:01:01:14:050,over,eng_chk_00039
01:01:14:043,eng:01:01:14:051,all,eng_chk_00040
01:01:14:044,eng:01:01:14:052,the inhabitants,eng_chk_00041
01:01:14:045,eng:01:01:14:053,of,eng_chk_00042
01:01:14:046,eng:01:01:14:054,the earth,eng_chk_00043
00:00:00:001,eng:01:01:14:055,;,eng_chk_00002
01:01:14:047,eng:01:01:14:056,and,eng_chk_00045
00:00:00:001,eng:01:01:14:057,",",eng_chk_00002
01:01:14:048,eng:01:01:14:058,because,eng_chk_00047
01:01:14:049,eng:01:01:14:059,thou art,eng_chk_00048
01:01:14:050,eng:01:01:14:060,merciful,eng_chk_00049
00:00:00:001,eng:01:01:14:061,",",eng_chk_00002
01:01:14:051,eng:01:01:14:062,thou wilt not suffer,eng_chk_00051
01:01:15:058,eng:01:01:14:069,they shall perish,eng_chk_00052
01:01:14:052,eng:01:01:14:063,those,eng_chk_00053
01:01:14:053,eng:01:01:14:064,who,eng_chk_00054
01:01:14:054,eng:01:01:14:065,come,eng_chk_00055
01:01:14:055,eng:01:01:14:066,unto,eng_chk_00056
01:01:14:056,eng:01:01:14:067,thee,eng_chk_00057
01:01:14:057,eng:01:01:14:068,that,eng_chk_00058
00:00:00:001,eng:01:01:14:070,!,eng_chk_00002
01:01:15:001,eng:01:01:15:001,And,eng_chk_00060
01:01:15:002,eng:01:01:15:002,after this manner,eng_chk_00061
01:01:15:003,eng:01:01:15:003,was,eng_chk_00062
01:01:15:004,eng:01:01:15:004,the language,eng_chk_00063
01:01:15:005,eng:01:01:15:005,of,eng_chk_00064
01:01:15:006,eng:01:01:15:006,my father,eng_chk_00065
01:01:15:007,eng:01:01:15:007,in,eng_chk_00066
01:01:15:008,eng:01:01:15:008,the praising,eng_chk_00067
01:01:15:009,eng:01:01:15:009,of,eng_chk_00068
01:01:15:010,eng:01:01:15:010,his God,eng_chk_00069
00:00:00:001,eng:01:01:15:011,;,eng_chk_00002
01:01:15:011,eng:01:01:15:012,for,eng_chk_00071
01:01:15:012,eng:01:01:15:013,his soul,eng_chk_00072
01:01:15:013,eng:01:01:15:014,did rejoice,eng_chk_00073
00:00:00:001,eng:01:01:15:015,",",eng_chk_00002
01:01:15:014,eng:01:01:15:016,and,eng_chk_00075
01:01:15:016,eng:01:01:15:018,whole,eng_chk_00076
01:01:15:015,eng:01:01:15:017,his,eng_chk_00077
01:01:15:017,eng:01:01:15:019,heart,eng_chk_00078
01:01:15:018,eng:01:01:15:020,was,eng_chk_00079
01:01:15:019,eng:01:01:15:021,filled,eng_chk_00080
00:00:00:001,eng:01:01:15:022,",",eng_chk_00002
01:01:15:020,eng:01:01:15:023,because,eng_chk_00082
01:01:15:021,eng:01:01:15:024,of,eng_chk_00083
01:01:15:022,eng:01:01:15:025,the things,eng_chk_00084
01:01:15:023,eng:01:01:15:026,which,eng_chk_00085
01:01:15:024,eng:01:01:15:027,he had seen,eng_chk_00086
00:00:00:001,eng:01:01:15:028,",",eng_chk_00002
01:01:15:025,eng:01:01:15:029,yea,eng_chk_00088
00:00:00:001,eng:01:01:15:030,",",eng_chk_00002
01:01:15:026,eng:01:01:15:031,which,eng_chk_00090
01:01:15:027,eng:01:01:15:032,the Lord,eng_chk_00091
01:01:15:028,eng:01:01:15:033,had shown unto him,eng_chk_00092
00:00:00:001,eng:01:01:15:034,.,eng_chk_00002
01:01:16:001,eng:01:01:16:001,And,eng_chk_00094
01:01:16:002,eng:01:01:16:002,now,eng_chk_00095
01:01:16:003,eng:01:01:16:003,I,eng_chk_00096
00:00:00:001,eng:01:01:16:004,",",eng_chk_00002
01:01:16:004,eng:01:01:16:005,Nephi,eng_chk_00098
00:00:00:001,eng:01:01:16:006,",",eng_chk_00002
01:01:16:005,eng:01:01:16:007,do not make,eng_chk_00100
01:01:16:006,eng:01:01:16:008,a,eng_chk_00101
01:01:16:007,eng:01:01:16:009,account,eng_chk_00102
01:01:16:008,eng:01:01:16:010,full,eng_chk_00103
01:01:16:009,eng:01:01:16:011,of,eng_chk_00104
01:01:16:010,eng:01:01:16:012,the things,eng_chk_00105
01:01:16:011,eng:01:01:16:013,which,eng_chk_00106
01:01:16:012,eng:01:01:16:014,my father,eng_chk_00107
01:01:16:013,eng:01:01:16:015,hath written,eng_chk_00108
00:00:00:001,eng:01:01:16:016,",",eng_chk_00002
01:01:16:014,eng:01:01:16:017,for,eng_chk_00110
01:01:16:015,eng:01:01:16:018,he hath written,eng_chk_00111
01:01:16:016,eng:01:01:16:019,many,eng_chk_00112
01:01:16:017,eng:01:01:16:020,things,eng_chk_00113
01:01:16:018,eng:01:01:16:021,which,eng_chk_00114
01:01:16:019,eng:01:01:16:022,he saw,eng_chk_00115
01:01:16:020,eng:01:01:16:023,in,eng_chk_00116
01:01:16:021,eng:01:01:16:024,visions,eng_chk_00117
01:01:16:022,eng:01:01:16:025,and,eng_chk_00118
01:01:16:023,eng:01:01:16:026,in,eng_chk_00119
01:01:16:024,eng:01:01:16:027,dreams,eng_chk_00120
00:00:00:001,eng:01:01:16:028,;,eng_chk_00002
01:01:16:025,eng:01:01:16:029,and,eng_chk_00122
01:01:16:026,eng:01:01:16:030,he,eng_chk_00123
01:01:16:028,eng:01:01:16:032,hath written,eng_chk_00124
01:01:16:027,eng:01:01:16:031,also,eng_chk_00125
01:01:16:029,eng:01:01:16:033,many,eng_chk_00126
01:01:16:030,eng:01:01:16:034,things,eng_chk_00127
01:01:16:031,eng:01:01:16:035,which,eng_chk_00128
01:01:16:032,eng:01:01:16:036,he prophesied,eng_chk_00129
01:01:16:033,eng:01:01:16:037,and,eng_chk_00130
01:01:16:034,eng:01:01:16:038,spake,eng_chk_00131
01:01:16:035,eng:01:01:16:039,unto,eng_chk_00132
01:01:16:036,eng:01:01:16:040,his children,eng_chk_00133
00:00:00:001,eng:01:01:16:041,",",eng_chk_00002
01:01:16:037,eng:01:01:16:042,of,eng_chk_00135
01:01:16:038,eng:01:01:16:043,which,eng_chk_00136
01:01:16:039,eng:01:01:16:044,I shall not make,eng_chk_00137
01:01:16:040,eng:01:01:16:045,a,eng_chk_00138
01:01:16:042,eng:01:01:16:047,account,eng_chk_00139
01:01:16:041,eng:01:01:16:046,full,eng_chk_00140
00:00:00:001,eng:01:01:16:048,.,eng_chk_00002
01:01:17:001,eng:01:01:17:001,But,eng_chk_00001
01:01:17:002,eng:01:01:17:002,I shall make,eng_chk_00003
01:01:17:003,eng:01:01:17:003,an account,eng_chk_00004
01:01:17:004,eng:01:01:17:004,of,eng_chk_00005
01:01:17:005,eng:01:01:17:005,my proceedings,eng_chk_00006
01:01:17:006,eng:01:01:17:006,in,eng_chk_00007
01:01:17:007,eng:01:01:17:007,my days,eng_chk_00008
00:00:00:001,eng:01:01:17:008,.,eng_chk_00002
01:01:17:008,eng:01:01:17:009,Behold,eng_chk_00010
00:00:00:001,eng:01:01:17:010,",",eng_chk_00002
01:01:17:009,eng:01:01:17:011,I make,eng_chk_00012
01:01:17:010,eng:01:01:17:012,an abridgment,eng_chk_00013
01:01:17:011,eng:01:01:17:013,of,eng_chk_00014
01:01:17:012,eng:01:01:17:014,the record,eng_chk_00015
01:01:17:013,eng:01:01:17:015,of,eng_chk_00016
01:01:17:014,eng:01:01:17:016,my father,eng_chk_00017
00:00:00:001,eng:01:01:17:017,",",eng_chk_00002
01:01:17:015,eng:01:01:17:018,upon,eng_chk_00019
01:01:17:016,eng:01:01:17:019,plates,eng_chk_00020
01:01:17:017,eng:01:01:17:020,which,eng_chk_00021
01:01:17:018,eng:01:01:17:021,I have made,eng_chk_00022
01:01:17:019,eng:01:01:17:022,with,eng_chk_00023
01:01:17:020,eng:01:01:17:023,mine,eng_chk_00024
01:01:17:021,eng:01:01:17:024,own,eng_chk_00025
01:01:17:022,eng:01:01:17:025,hands,eng_chk_00026
00:00:00:001,eng:01:01:17:026,;,eng_chk_00002
01:01:17:023,eng:01:01:17:027,wherefore,eng_chk_00028
00:00:00:001,eng:01:01:17:028,",",eng_chk_00002
01:01:17:024,eng:01:01:17:029,after,eng_chk_00030
01:01:17:026,eng:01:01:17:031,the record,eng_chk_00031
01:01:17:025,eng:01:01:17:030,I have abridged,eng_chk_00032
01:01:17:027,eng:01:01:17:032,of,eng_chk_00033
01:01:17:028,eng:01:01:17:033,my father,eng_chk_00034
01:01:17:029,eng:01:01:17:034,then,eng_chk_00035
01:01:17:030,eng:01:01:17:035,will I make,eng_chk_00036
01:01:17:031,eng:01:01:17:036,an account,eng_chk_00037
01:01:17:032,eng:01:01:17:037,of,eng_chk_00038
01:01:17:033,eng:01:01:17:038,mine,eng_chk_00039
01:01:17:034,eng:01:01:17:039,own,eng_chk_00040
01:01:17:035,eng:01:01:17:040,life,eng_chk_00041
00:00:00:001,eng:01:01:17:041,.,eng_chk_00002
01:01:18:001,eng:01:01:18:001,Therefore,eng_chk_00043
00:00:00:001,eng:01:01:18:002,",",eng_chk_00002
01:01:18:002,eng:01:01:18:003,I would,eng_chk_00045
01:01:18:003,eng:01:01:18:004,that,eng_chk_00046
01:01:18:004,eng:01:01:18:005,ye should know,eng_chk_00047
00:00:00:001,eng:01:01:18:006,",",eng_chk_00002
01:01:18:005,eng:01:01:18:007,that,eng_chk_00049
01:01:18:006,eng:01:01:18:008,after,eng_chk_00050
01:01:18:007,eng:01:01:18:009,the Lord,eng_chk_00051
01:01:18:008,eng:01:01:18:010,had shown,eng_chk_00052
01:01:18:012,eng:01:01:18:014,unto,eng_chk_00053
01:01:18:013,eng:01:01:18:015,my father,eng_chk_00054
00:00:00:001,eng:01:01:18:016,",",eng_chk_00002
01:01:18:014,eng:01:01:18:017,Lehi,eng_chk_00056
01:01:18:009,eng:01:01:18:011,so many,eng_chk_00057
01:01:18:011,eng:01:01:18:013,things,eng_chk_00058
01:01:18:010,eng:01:01:18:012,marvelous,eng_chk_00059
00:00:00:001,eng:01:01:18:018,",",eng_chk_00002
01:01:18:015,eng:01:01:18:019,yea,eng_chk_00061
00:00:00:001,eng:01:01:18:020,",",eng_chk_00002
01:01:18:016,eng:01:01:18:021,concerning,eng_chk_00063
01:01:18:017,eng:01:01:18:022,the destruction,eng_chk_00064
01:01:18:018,eng:01:01:18:023,of,eng_chk_00065
01:01:18:019,eng:01:01:18:024,Jerusalem,eng_chk_00066
00:00:00:001,eng:01:01:18:025,",",eng_chk_00002
01:01:18:020,eng:01:01:18:026,behold,eng_chk_00068
01:01:18:021,eng:01:01:18:027,he went forth,eng_chk_00069
01:01:18:022,eng:01:01:18:028,among,eng_chk_00070
01:01:18:023,eng:01:01:18:029,the people,eng_chk_00071
00:00:00:001,eng:01:01:18:030,",",eng_chk_00002
01:01:18:024,eng:01:01:18:031,and,eng_chk_00073
01:01:18:025,eng:01:01:18:032,began,eng_chk_00074
01:01:18:026,eng:01:01:18:033,to,eng_chk_00075
01:01:18:027,eng:01:01:18:034,prophesy,eng_chk_00076
01:01:18:028,eng:01:01:18:035,and,eng_chk_00077
01:01:18:029,eng:01:01:18:036,to,eng_chk_00078
01:01:18:030,eng:01:01:18:037,declare,eng_chk_00079
01:01:18:031,eng:01:01:18:038,unto,eng_chk_00080
01:01:18:032,eng:01:01:18:039,them,eng_chk_00081
01:01:18:033,eng:01:01:18:040,concerning,eng_chk_00082
01:01:18:034,eng:01:01:18:041,the things,eng_chk_00083
01:01:18:035,eng:01:01:18:042,which,eng_chk_00084
01:01:18:036,eng:01:01:18:043,he had,eng_chk_00085
01:01:18:037,eng:01:01:18:044,both,eng_chk_00086
01:01:18:038,eng:01:01:18:045,seen,eng_chk_00087
01:01:18:039,eng:01:01:18:046,and,eng_chk_00088
01:01:18:040,eng:01:01:18:047,heard,eng_chk_00089
00:00:00:001,eng:01:01:18:048,.,eng_chk_00002
01:01:19:001,eng:01:01:19:001,And,eng_chk_00091
01:01:19:002,eng:01:01:19:002,it came to pass,eng_chk_00092
01:01:19:003,eng:01:01:19:003,that,eng_chk_00093
01:01:19:004,eng:01:01:19:004,the Jews,eng_chk_00094
01:01:19:005,eng:01:01:19:005,did mock him,eng_chk_00095
01:01:19:006,eng:01:01:19:006,because,eng_chk_00096
01:01:19:007,eng:01:01:19:007,of,eng_chk_00097
01:01:19:008,eng:01:01:19:008,the things,eng_chk_00098
01:01:19:009,eng:01:01:19:009,which,eng_chk_00099
01:01:19:010,eng:01:01:19:010,he testified,eng_chk_00100
01:01:19:011,eng:01:01:19:011,of,eng_chk_00101
01:01:19:012,eng:01:01:19:012,them,eng_chk_00102
00:00:00:001,eng:01:01:19:013,;,eng_chk_00002
01:01:19:013,eng:01:01:19:014,for,eng_chk_00104
01:01:19:014,eng:01:01:19:015,he,eng_chk_00105
01:01:19:015,eng:01:01:19:016,truly,eng_chk_00106
01:01:19:016,eng:01:01:19:017,testified,eng_chk_00107
01:01:19:017,eng:01:01:19:018,of,eng_chk_00108
01:01:19:018,eng:01:01:19:019,their wickedness,eng_chk_00109
01:01:19:019,eng:01:01:19:020,and,eng_chk_00110
01:01:19:020,eng:01:01:19:021,their abominations,eng_chk_00111
00:00:00:001,eng:01:01:19:022,;,eng_chk_00002
01:01:19:021,eng:01:01:19:023,and,eng_chk_00113
01:01:19:022,eng:01:01:19:024,he testified,eng_chk_00114
01:01:19:023,eng:01:01:19:025,that,eng_chk_00115
01:01:19:024,eng:01:01:19:026,the things,eng_chk_00116
01:01:19:025,eng:01:01:19:027,which,eng_chk_00117
01:01:19:026,eng:01:01:19:028,he saw,eng_chk_00118
01:01:19:027,eng:01:01:19:029,and,eng_chk_00119
01:01:19:028,eng:01:01:19:030,heard,eng_chk_00120
00:00:00:001,eng:01:01:19:031,",",eng_chk_00002
01:01:19:029,eng:01:01:19:032,and,eng_chk_00122
01:01:19:030,eng:01:01:19:033,also,eng_chk_00123
01:01:19:031,eng:01:01:19:034,the things,eng_chk_00124
01:01:19:032,eng:01:01:19:035,which,eng_chk_00125
01:01:19:033,eng:01:01:19:036,he read,eng_chk_00126
01:01:19:034,eng:01:01:19:037,in,eng_chk_00127
01:01:19:035,eng:01:01:19:038,the book,eng_chk_00128
00:00:00:001,eng:01:01:19:039,",",eng_chk_00002
01:01:19:036,eng:01:01:19:040,manifested,eng_chk_00130
01:01:19:037,eng:01:01:19:041,plainly,eng_chk_00131
01:01:19:038,eng:01:01:19:042,of,eng_chk_00132
01:01:19:039,eng:01:01:19:043,the coming,eng_chk_00133
01:01:19:040,eng:01:01:19:044,of,eng_chk_00134
01:01:19:041,eng:01:01:19:045,a Messiah,eng_chk_00135
00:00:00:001,eng:01:01:19:046,",",eng_chk_00002
01:01:19:042,eng:01:01:19:047,and,eng_chk_00137
01:01:19:043,eng:01:01:19:048,also,eng_chk_00138
01:01:19:044,eng:01:01:19:049,the redemption,eng_chk_00139
01:01:19:045,eng:01:01:19:050,of,eng_chk_00140
01:01:19:046,eng:01:01:19:051,the world,eng_chk_00001
00:00:00:001,eng:01:01:19:052,.,eng_chk_00002
01:01:20:001,eng:01:01:20:001,And,eng_chk_00003
01:01:20:002,eng:01:01:20:002,when,eng_chk_00004
01:01:20:003,eng:01:01:20:003,the Jews,eng_chk_00005
01:01:20:004,eng:01:01:20:004,heard,eng_chk_00006
01:01:20:005,eng:01:01:20:005,these things,eng_chk_00007
01:01:20:006,eng:01:01:20:006,they were,eng_chk_00008
01:01:20:007,eng:01:01:20:007,angry,eng_chk_00009
01:01:20:008,eng:01:01:20:008,with,eng_chk_00010
01:01:20:009,eng:01:01:20:009,him,eng_chk_00011
00:00:00:001,eng:01:01:20:010,;,eng_chk_00002
01:01:20:010,eng:01:01:20:011,yea,eng_chk_00013
00:00:00:001,eng:01:01:20:012,",",eng_chk_00002
01:01:20:011,eng:01:01:20:013,even,eng_chk_00015
01:01:20:012,eng:01:01:20:014,as,eng_chk_00016
01:01:20:013,eng:01:01:20:015,with,eng_chk_00017
01:01:20:014,eng:01:01:20:016,the prophets,eng_chk_00018
01:01:20:015,eng:01:01:20:017,of,eng_chk_00019
01:01:20:016,eng:01:01:20:018,old,eng_chk_00020
00:00:00:001,eng:01:01:20:019,",",eng_chk_00002
01:01:20:017,eng:01:01:20:020,whom,eng_chk_00022
01:01:20:018,eng:01:01:20:021,they had cast out,eng_chk_00023
00:00:00:001,eng:01:01:20:022,",",eng_chk_00002
01:01:20:019,eng:01:01:20:023,and,eng_chk_00025
01:01:20:020,eng:01:01:20:024,stoned,eng_chk_00026
00:00:00:001,eng:01:01:20:025,",",eng_chk_00002
01:01:20:021,eng:01:01:20:026,and,eng_chk_00028
01:01:20:022,eng:01:01:20:027,slain,eng_chk_00029
00:00:00:001,eng:01:01:20:028,;,eng_chk_00002
01:01:20:023,eng:01:01:20:029,and,eng_chk_00031
01:01:20:024,eng:01:01:20:030,they,eng_chk_00032
01:01:20:026,eng:01:01:20:032,sought,eng_chk_00033
01:01:20:025,eng:01:01:20:031,also,eng_chk_00034
01:01:20:029,eng:01:01:20:036,they might take it away,eng_chk_00035
01:01:20:027,eng:01:01:20:033,his life,eng_chk_00036
00:00:00:001,eng:01:01:20:034,",",eng_chk_00002
01:01:20:028,eng:01:01:20:035,that,eng_chk_00038
00:00:00:001,eng:01:01:20:037,.,eng_chk_00002
01:01:20:030,eng:01:01:20:038,But,eng_chk_00040
01:01:20:031,eng:01:01:20:039,behold,eng_chk_00041
00:00:00:001,eng:01:01:20:040,",",eng_chk_00002
01:01:20:032,eng:01:01:20:041,I,eng_chk_00043
00:00:00:001,eng:01:01:20:042,",",eng_chk_00002
01:01:20:033,eng:01:01:20:043,Nephi,eng_chk_00045
00:00:00:001,eng:01:01:20:044,",",eng_chk_00002
01:01:20:034,eng:01:01:20:045,will show unto you,eng_chk_00047
01:01:20:035,eng:01:01:20:046,that,eng_chk_00048
01:01:20:036,eng:01:01:20:047,the,eng_chk_00049
01:01:20:037,eng:01:01:20:048,tender,eng_chk_00050
01:01:20:038,eng:01:01:20:049,mercies,eng_chk_00051
01:01:20:039,eng:01:01:20:050,of,eng_chk_00052
01:01:20:040,eng:01:01:20:051,the Lord,eng_chk_00053
01:01:20:041,eng:01:01:20:052,are,eng_chk_00054
01:01:20:042,eng:01:01:20:053,over,eng_chk_00055
01:01:20:043,eng:01:01:20:054,all,eng_chk_00056
01:01:20:044,eng:01:01:20:055,those,eng_chk_00057
01:01:20:045,eng:01:01:20:056,whom,eng_chk_00058
01:01:20:047,eng:01:01:20:059,because,eng_chk_00059
01:01:20:048,eng:01:01:20:060,of,eng_chk_00060
01:01:20:049,eng:01:01:20:061,their faith,eng_chk_00061
00:00:00:001,eng:01:01:20:062,",",eng_chk_00002
01:01:20:046,eng:01:01:20:057,he hath chosen,eng_chk_00063
00:00:00:001,eng:01:01:20:058,",",eng_chk_00002
01:01:20:050,eng:01:01:20:063,to,eng_chk_00065
01:01:20:051,eng:01:01:20:064,make,eng_chk_00066
01:01:20:052,eng:01:01:20:065,them,eng_chk_00067
01:01:20:053,eng:01:01:20:066,mighty,eng_chk_00068
01:01:20:054,eng:01:01:20:067,even,eng_chk_00069
01:01:20:055,eng:01:01:20:068,unto,eng_chk_00070
01:01:20:056,eng:01:01:20:069,the power,eng_chk_00071
01:01:20:057,eng:01:01:20:070,of,eng_chk_00072
01:01:20:058,eng:01:01:20:071,deliverance,eng_chk_00073
00:00:00:001,eng:01:01:20:072,.,eng_chk_00002
